"section|1945", "Social Security Act/s:1945", "6"
"sections|217", "Coral Reef Conservation Act of 2000/s:217", "1"
"section|1058", "Internal Revenue Code of 1986/s:1058", "3"
"section|759A", "Public Health Service Act/s:759A", "2"
"section|586D", "Federal Food, Drug, and Cosmetic Act/s:586D", "4"
"section|2233", "Elementary and Secondary Education Act of 1965/s:2233", "1"
"section|371B", "Public Health Service Act/s:371B", "1"
"section|9532", "Elementary and Secondary Education Act of 1965/s:9532", "2"
"sections|506", "Internal Revenue Code of 1986/s:506", "1"
"section|4411", "Global Partnerships Act of 2013/s:4411", "4"
"section|7006", "Solid Waste Disposal Act/s:7006", "14"
"section|3(i)", "Automobile Information Disclosure Act/s:3/ss:i", "1"
"(iv)|and|(v)", "Carl D. Perkins Vocational and Technical Education Act of 2006/s:203/ss:e/p:1/sp:C/cl:iv, v", "1"
"section|4702", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:4702", "6"
"through|(vi)", "Patient Protection and Affordable Care Act/s:1341/ss:b/p:3/sp:B/cl:iii..vi", "1"
"section|1899", "Social Security Act/s:1899", "12"
"section|9(2)", "Choice Neighborhoods Initiative Act of 2013/s:9/p:2", "2"
"section|4377", "Global Partnerships Act of 2013/s:4377", "1"
"Section|2729", "Public Health Service Act/s:2729", "1"
"section|2539", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2539", "3"
"406(a)(3)(A)", "Public Health Service Act/s:405/ss:a/p:3/sp:A", "1"
"section|505E", "Federal Food, Drug, and Cosmetic Act/s:505E", "2"
"section|399B", "Small Business Investment     Act of 1958/s:399B", "1"
"section|4604", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:4604", "3"
"section|1866", "Social Security Act/s:1866", "10"
"Section|6(k)", "Radiation Exposure Compensation Act/s:6/ss:k", "2"
"section|319L", "Public Health Service Act/s:319L", "25"
"section|1321", "Empowering Patients First Act of 2013/s:1321", "2"
"section|8902", "Access to Insurance for All Americans Act/s:8902", "1"
"section|493E", "Higher Education Act of 1965/s:493E", "9"
"Section|6425", "Internal Revenue Code of 1986/s:6425", "2"
"section|4282", "Global Partnerships Act of 2013/s:4282", "2"
"E-Access|Act", "E-Access Act", "2"
"section|1127", "Elementary and Secondary Education Act of 1965/s:1127", "1"
"section|1601", "Balancing Food, Farm, and the Environment Act of 2013/s:1601", "1"
"section|2045", "Water Resources Development Act of 2007/s:2045", "3"
"section|2363", "Elementary and Secondary Education Act of 1965/s:2363", "1"
"sections|421", "Justice for All Act of 2004/s:421", "2"
"Section|5208", "Elementary and Secondary Education Act of 1965/s:5208", "5"
"section|2132", "Elementary and Secondary Education Act of 1965/s:2132", "1"
"section|4461", "Internal Revenue Code of 1986/s:4461", "1"
"section|4301", "Global Partnerships Act of 2013/s:4301", "12"
"section|8101", "Global Partnerships Act of 2013/s:8101", "1"
"section|9037", "Internal Revenue Code of 1986/s:9037", "2"
"section|9903", "Internal Revenue Code of 1986/s:9903", "2"
"section|2055", "Social Security Act/s:2055", "3"
"Section|1128", "Social Security Act/s:1128", "2"
"Section|8002", "Elementary and Secondary Education Act of 1965/s:8002", "1"
"section|240B", "Immigration and Nationality Act/s:240B", "9"
"(D)(iii)(II)", "Internal Revenue Code of 1986/s:265/ss:b/p:3/sp:D/cl:iii/scl:II", "1"
"848(e)(1)(v)", "Internal Revenue Code of 1986/s:848/ss:e/p:1/sp:V", "2"
"Section|7408", "Internal Revenue Code of 1986/s:7408", "2"
"section|2761", "Public Health Service Act/s:2761", "3"
"section|2232", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2232", "4"
"section|2741", "Public Health Service Act/s:2741", "12"
"Section|3(e)", "Federal Mine Safety and Health Act of 1977/s:3/ss:e", "2"
"Section|7871", "Internal Revenue Code of 1986/s:7871", "2"
"section|512A", "Federal Food, Drug, and Cosmetic Act/s:512A", "2"
"H.J.|Res.|90", "113 HJRES 90", "2"
"Section|1244", "Internal Revenue Code of 1986/s:1244", "1"
"section|2302", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2302", "3"
"the|2013|Act", "Violence Against Women Reauthorization Act of 2013", "2"
"section|2313", "Export Enhancement Act of 1988/s:2313", "1"
"Sections|706", "Energy Policy Act of 2005/s:706", "1"
"section|1119", "Elementary and Secondary Education Act of 1965/s:1119", "15"
"Section|1114", "Elementary and Secondary Education Act of 1965/s:1114", "1"
"section|1136", "Elementary and Secondary Education Act of 1965/s:1136", "1"
"section|2798", "Public Health Service Act/s:2798", "10"
"section|1310", "National Flood Insurance Act of 1968/s:1310", "8"
"sections|561", "National Flood Insurance Reform Act of 1994/s:561", "1"
"sections|225", "Iran Threat Reduction and Syria Human Rights Act of 2012/s:225", "1"
"section|6223", "Elementary and Secondary Education Act of 1965/s:6223", "2"
"section|3707", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:3707", "2"
"section|506G", "Federal Food, Drug, and Cosmetic Act/s:506G", "4"
"Section|2005", "National Oceanic and Atmospheric Administration Commissioned Officer Corps Act of 2002/s:2005", "2"
"Section|6344", "Internal Revenue Code of 1986/s:6344", "2"
"section|6405", "Omnibus Public Land Management Act of 2009/s:6405", "1"
"section|2142", "Homeland Security Act of 2002/s:2142", "1"
"Section|6072", "Internal Revenue Code of 1986/s:6072", "2"
"section|508B", "Federal Crop Insurance Act/s:508B", "17"
"433(b)(2)(C)", "Internal Revenue Code of 1986/s:433/ss:b/p:2/sp:C", "3"
"section|6513", "Internal Revenue Code of 1986/s:6513", "4"
"section|5713", "Internal Revenue Code of 1986/s:5713", "1"
"Section|6402", "Internal Revenue Code of 1986/s:6402", "2"
"(c)(2)(B)(i)", "Endangered Species Act of 1973/s:4/ss:c/p:2/sp:B/cl:i", "1"
"Section|5204", "Elementary and Secondary Education Act of 1965/s:5204", "5"
"section|3123", "Employee Retirement Income Security Act of 1974/s:3123", "1"
"section|330L", "Public Health Service Act/s:330L", "2"
"section|9535", "Elementary and Secondary Education Act of 1965/s:9535", "1"
"section|4105", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:4105", "4"
"section|2812", "Public Health Service Act/s:2812", "4"
"sections|119", "Act of August 28, 1937/s:119", "1"
"section|245A", "Immigration and Nationality Act/s:245A", "8"
"section|(36)", "Internal Revenue Code of 1986/s:36", "2"
"section|503A", "Federal Food, Drug, and Cosmetic Act/s:503A", "19"
"sections|472", "Internal Revenue Code of 1986/s:472", "1"
"section|1802", "Elementary and Secondary Education Act of 1965/s:1802", "1"
"section|324A", "Energy Policy and Conservation Act/s:324A", "15"
"section|280H", "Internal Revenue Code of 1986/s:280H", "1"
"section|1336", "Federal Housing Enterprises Financial Safety and Soundness Act of 1992/s:1336", "2"
"414(n)(3)(C)", "Internal Revenue Code of 1986/s:414/ss:n/p:3/sp:C", "3"
"section|4691", "Internal Revenue Code of 1986/s:4691", "9"
"Section|1414", "Elementary and Secondary Education Act of 1965/s:1414", "2"
"section|7032", "Department of State, Foreign Operations, and Related Programs Appropriations Act, Fiscal Year 2014/s:7032", "1"
"section|274D", "Immigration and Nationality Act/s:274D", "1"
"section|3(q)", "Small Business Act/s:3/ss:q", "1"
"subclause|(I", "Social Security Act/s:215/ss:b/p:2/sp:B/cl:ii/scl:I", "1"
"section|3674", "Energy Employees Occupational Illness Compensation Program Act of 2000/s:3674", "3"
"section|9305", "Elementary and Secondary Education Act of 1965/s:9305", "2"
"section|1128", "Social Security Act/s:1128", "4"
"section|333C", "Consolidated Farm and Rural Development Act/s:333C", "1"
"section|484C", "Higher Education Act of 1965/s:484C", "1"
"Section|7702", "Internal Revenue Code of 1986/s:7702", "2"
"sections|312", "Child Support Improvement and Work Promotion Act/s:312", "1"
"section|6018", "Internal Revenue Code of 1986/s:6018", "2"
"section|236A", "Immigration and Nationality Act/s:236A", "6"
"section|7011", "Internal Revenue Code of 1986/s:7011", "2"
"section|6651", "Internal Revenue Code of 1986/s:6651", "1"
"Section|6(b)", "Radiation Exposure Compensation Act/s:6/ss:b", "2"
"section|7209", "Federal Agriculture Reform and Risk Management Act of 2013/s:7209", "2"
"section|300A", "Foreign Assistance Act of 1961/s:300A", "1"
"section|2221", "Elementary and Secondary Education Act of 1965/s:2221", "6"
"Section|2366", "Elementary and Secondary Education Act of 1965/s:2366", "4"
"section|1522", "Pathways Out of Poverty Act of 2014/s:1522", "1"
"Section|6164", "Internal Revenue Code of 1986/s:6164", "2"
"section|7704", "Internal Revenue Code of 1986/s:7704", "3"
"Section|6513", "Internal Revenue Code of 1986/s:6513", "2"
"Section|7479", "Internal Revenue Code of 1986/s:7479", "1"
"section|112A", "Workforce Investment Act of 1998/s:112A", "1"
"H.J.|Res.|82", "113 HJRES 82", "1"
"section|744K", "Federal Food, Drug, and Cosmetic Act/s:744K", "7"
"12|of|part|I", "Foreign Assistance Act of 1961/pt:I/ch:12", "3"
"Section|6503", "Internal Revenue Code of 1986/s:6503", "2"
"section|1154", "Elementary and Secondary Education Act of 1965/s:1154", "1"
"sections|415", "Assets for Independence Act/s:415", "1"
"section|9912", "Internal Revenue Code of 1986/s:9912", "3"
"sections|451", "General Education Provisions Act/s:451", "7"
"section|4204", "Elementary and Secondary Education Act of 1965/s:4204", "1"
"section|1301", "Internal Revenue Code of 1986/s:1301", "2"
"Section|3022", "Military Lands Withdrawal Act of 1999/s:3022", "1"
"section|6330", "Internal Revenue Code of 1986/s:6330", "2"
"section|329A", "Immigration and Nationality Act/s:329A", "4"
"section|230A", "Homeland Security Act of 2002/s:230A", "2"
"section|199E", "Workforce Investment Act of 1998/s:199E", "6"
"section|2208", "Elementary and Secondary Education Act of 1965/s:2208", "1"
"Section|7422", "Internal Revenue Code of 1986/s:7422", "2"
"section|1877", "Social Security Act/s:1877", "2"
"PIONEERS|Act", "PIONEERS Act", "1"
"section|7(h)", "National Foundation on the Arts and the Humanities Act of 1965/s:7/ss:h", "1"
"section|103J", "National Security Act of 1947/s:103J", "6"
"Section|473A", "Social Security Act/s:473A", "4"
"Section|9003", "Patient Protection and Affordable Care Act/s:9003", "1"
"section|8401", "Global Partnerships Act of 2013/s:8401", "12"
"section|6049", "Internal Revenue Code of 1986/s:6049", "2"
"section|1345", "Federal Housing Enterprises Financial Safety and Soundness Act of 1992/s:1345", "2"
"section|1823", "Elementary and Secondary Education Act of 1965/s:1823", "1"
"Section|1301", "Elementary and Secondary Education Act of 1965/s:1301", "1"
"section|9911", "Internal Revenue Code of 1986/s:9911", "1"
"(c)(1)(B)(i)", "Federal Food, Drug, and Cosmetic Act/s:582/ss:c/p:1/sp:B/cl:i", "3"
"sections|261", "Juvenile Justice and Delinquency Prevention Act of 1974/s:261", "6"
"sections|734", "American Health Security Act of 2013/s:734", "4"
"section|1063", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:1063", "1"
"section|2971", "Military Construction Authorization Act for Fiscal Year 2014/s:2971", "1"
"section|2123", "Homeland Security Act of 2002/s:2123", "1"
"section|1265", "Elementary and Secondary Education Act of 1965/s:1265", "1"
"Section|3111", "Internal Revenue Code of 1986/s:3111", "4"
"section|9(j)", "United States Housing Act of 1937/s:9/ss:j", "3"
"section|1705", "Energy Policy Act of 2005/s:1705", "2"
"sections|453", "Higher Education Act of 1965/s:453", "2"
"section|9015", "Solid Waste Disposal Act/s:9015", "1"
"section|6098", "Internal Revenue Code of 1986/s:6098", "5"
"subsection|d", "Atomic Energy Act of 1954/s:123/ss:d.", "1"
"section|1853", "Social Security Act/s:1853", "3"
"sections|240", "Immigration and Nationality Act/s:240", "5"
"Section|7520", "Internal Revenue Code of 1986/s:7520", "2"
"section|4404", "Elementary and Secondary Education Act of 1965/s:4404", "6"
"section|5913", "Internal Revenue Code of 1986/s:5913", "1"
"section|4975", "Internal Revenue Code of 1986/s:4975", "2"
"section|9526", "Elementary and Secondary Education Act of 1965/s:9526", "2"
"Section|7512", "Internal Revenue Code of 1986/s:7512", "2"
"section|6305", "Elementary and Secondary Education Act of 1965/s:6305", "5"
"section|6107", "Global Partnerships Act of 2013/s:6107", "3"
"sections|113", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:113", "2"
"section|506F", "Federal Food, Drug, and Cosmetic Act/s:506F", "4"
"section|2120", "Organic Foods Production Act of 1990/s:2120", "10"
"Contempt|Act", "Contempt Act", "1"
"section|3018", "Public Health Service Act/s:3018", "1"
"section|1855", "Social Security Act/s:1855", "1"
"Section|1120", "Elementary and Secondary Education Act of 1965/s:1120", "1"
"section|1407", "Congressional Accountability Act of 1995/s:1407", "1"
"section|1925", "Social Security Act/s:1925", "1"
"section|1602", "Global Partnerships Act of 2013/s:1602", "1"
"section|520B", "Public Health Service Act/s:520B", "1"
"sections|414", "Immigration and Nationality Act/s:414", "1"
"section|199C", "Workforce Investment Act of 1998/s:199C", "3"
"section|371C", "Public Health Service Act/s:371C", "2"
"Section|6713", "Internal Revenue Code of 1986/s:6713", "1"
"section|4104", "Elementary and Secondary Education Act of 1965/s:4104", "2"
"section|1251", "Patient Protection and Affordable Care Act/s:1251", "3"
"section|2341", "Elementary and Secondary Education Act of 1965/s:2341", "1"
"section|9537", "Elementary and Secondary Education Act of 1965/s:9537", "1"
"Sections|344", "Energy Policy Act of 2005/s:344", "2"
"section|6037", "Internal Revenue Code of 1986/s:6037", "2"
"section|1932", "Social Security Act/s:1932", "1"
"section|4061", "American Energy Renaissance Act of 2014/s:4061", "2"
"sections|604", "Financial Services and General Government Appropriations Act, 2014/s:604", "2"
"section|7206", "Internal Revenue Code of 1986/s:7206", "5"
"section|1325", "Patient Protection and Affordable Care Act/s:1325", "2"
"section|1551", "Internal Revenue Code of 1986/s:1551", "1"
"section|499C", "Higher Education Act of 1965/s:499C", "4"
"sections|315", "Federal Election Campaign Act of 1971/s:315", "1"
"section|5723", "Internal Revenue Code of 1986/s:5723", "9"
"308(a)(1)(A)", "Congressional Budget Act of 1974/s:308/ss:a/p:1/sp:A", "2"
"Section|5741", "Internal Revenue Code of 1986/s:5741", "2"
"Sections|131", "Energy Policy Act of 1992/s:131", "6"
"section|2531", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2531", "3"
"Section|6071", "Internal Revenue Code of 1986/s:6071", "1"
"sections|631", "Patient Centered Healthcare Savings Act of 2013/s:631", "1"
"section|9501", "Elementary and Secondary Education Act of 1965/s:9501", "4"
"Section|2203", "Elementary and Secondary Education Act of 1965/s:2203", "1"
"101(a)(15(U)", "Immigration and Nationality Act/s:101/ss:a/p:15/sp:U", "2"
"215(f)(9)(B)", "Social Security Act/s:215/ss:f/p:9/sp:B", "1"
"sections|753", "Rehabilitation Act of 1973/s:753", "1"
"section|36D,", "Internal Revenue Code of 1986/s:36D,", "1"
"section|7(m)", "Alaska Native Claims Settlement Act/s:7/ss:m", "2"
"Section|8014", "Elementary and Secondary Education Act of 1965/s:8014", "2"
"section|493C", "Higher Education Act of 1965/s:493C", "14"
"Section|1947", "Social Security Act/s:1947", "1"
"sections|243", "Immigration and Nationality Act/s:243", "2"
"section|420A", "Internal Revenue Code of 1986/s:420A", "2"
"H.J.|Res.|83", "113 HJRES 83", "1"
"section|1250", "Internal Revenue Code of 1986/s:1250", "2"
"section|3902", "Consolidated Farm and Rural Development Act/s:3902", "3"
"H.J.|Res.|59", "113 HJRES 59", "9"
"section|2211", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2211", "13"
"Sections|401", "Illegal Immigration Reform and Immigrant Responsibility Act of 1996/s:401", "4"
"aragraph|(3)", "Federal Crop Insurance Act/s:522/ss:e/p:3", "1"
"sections|212", "United States International Communications Reform Act of 2014/s:212", "3"
"section|218A", "Immigration and Nationality Act/s:218A", "19"
"section|7003", "Solid Waste Disposal Act/s:7003", "7"
"section|4314", "Global Partnerships Act of 2013/s:4314", "1"
"section|414B", "Energy Conservation and Production Act/s:414B", "3"
"section|1886", "Social Security Act/s:1886", "2"
"section|2922", "Military Construction Authorization Act for Fiscal Year 2014/s:2922", "2"
"Section|3201", "Internal Revenue Code of 1986/s:3201", "1"
"Section|6123", "Elementary and Secondary Education Act of 1965/s:6123", "1"
"section|6(A)", "Iran, North Korea, and Syria Nonproliferation Accountability Act of 2013/s:6/ss:a", "1"
"H.J.|Res.|78", "113 HJRES 78", "1"
"section|2012", "Global Partnerships Act of 2013/s:2012", "1"
"Section|1004", "Elementary and Secondary Education Act of 1965/s:1004", "3"
"section|6166", "Internal Revenue Code of 1986/s:6166", "1"
"sections|445", "Homeland Security Act of 2002/s:445", "1"
"section|1895", "Social Security Act/s:1895", "5"
"section|1405", "Virginia Graeme Baker Pool and Spa Safety Act/s:1405", "2"
"Section|6414", "Internal Revenue Code of 1986/s:6414", "2"
"section|6662", "Internal Revenue Code of 1986/s:6662", "6"
"section|274C", "Immigration and Nationality Act/s:274C", "3"
"137(b)(3)(A)", "Internal Revenue Code of 1986/s:137/ss:b/p:3/sp:A", "3"
"section|2708", "Public Health Service Act/s:2708", "1"
"48C(d)(6)(E)", "Internal Revenue Code of 1986/s:48C/ss:d/p:6/sp:E", "1"
"section|711A", "Rehabilitation Act of 1973/s:711A", "2"
"sections|25D", "Internal Revenue Code of 1986/s:25D", "5"
"Section|1905", "Social Security Act/s:1905", "1"
"section|5626", "Elementary and Secondary Education Act of 1965/s:5626", "1"
"section|2422", "Higher Education Act of 1965/s:2422", "1"
"sections|341", "Department of the Interior and Related Agencies Appropriations Act, 2004/s:341", "3"
"section|4472", "Internal Revenue Code of 1986/s:4472", "1"
"section|7606", "Agricultural Act of 2014/s:7606", "1"
"section|2110", "Homeland Security Act of 2002/s:2110", "6"
"455(m)(3)(A)", "Higher Education Act of 1965/s:455/ss:m/p:3/sp:A", "3"
"Section|6081", "Internal Revenue Code of 1986/s:6081", "1"
"section|5101", "Elementary and Secondary Education Act of 1965/s:5101", "1"
"section|417H", "Public Health Service Act/s:417H", "1"
"section|9536", "Elementary and Secondary Education Act of 1965/s:9536", "4"
"section|5004", "American Energy Renaissance Act of 2014/s:5004", "2"
"Section|1561", "Patient Protection and Affordable Care Act/s:1561", "2"
"section|4241", "Global Partnerships Act of 2013/s:4241", "1"
"section|5502", "Elementary and Secondary Education Act of 1965/s:5502", "1"
"Section|7655", "Internal Revenue Code of 1986/s:7655", "2"
"sections|677", "Community Services Block Grant Act/s:677", "1"
"section|302A", "United States Leadership Against HIV AIDS, Tuberculosis and Malaria Act of 2003/s:302A", "3"
"paragraphs|3", "Food and Nutrition Act of 2008/s:3/ss:k/p:3", "6"
"section|3024", "Solid Waste Disposal Act/s:3024", "2"
"Section|6422", "Internal Revenue Code of 1986/s:6422", "2"
"section|4543", "American Renaissance in Manufacturing Act/s:4543", "2"
"section|6(4)", "Water Infrastructure Finance and Innovation Act of 2013/s:6/p:4", "1"
"section|4008", "Elementary and Secondary Education Act of 1965/s:4008", "1"
"Section|173A", "Workforce Investment Act of 1998/s:173A", "1"
"section|1365", "National Flood Insurance Act of 1968/s:1365", "1"
"section|1923", "Social Security Act/s:1923", "6"
"Section|5504", "Elementary and Secondary Education Act of 1965/s:5504", "1"
"section|5305", "Elementary and Secondary Education Act of 1965/s:5305", "3"
"section|104A", "Foreign Assistance Act of 1961/s:104A", "1"
"section|2616", "Public Health Service Act/s:2616", "1"
"sections|353", "Federal Election Campaign Act of 1971/s:353", "1"
"section|415H", "Higher Education Act of 1965/s:415H", "4"
"section|4151", "Elementary and Secondary Education Act of 1965/s:4151", "3"
"section|3231", "Internal Revenue Code of 1986/s:3231", "1"
"section|319M", "Public Health Service Act/s:319M", "8"
"section|3408", "Central Valley Project Improvement Act/s:3408", "1"
"section|4382", "Global Partnerships Act of 2013/s:4382", "7"
"section|1120", "Elementary and Secondary Education Act of 1965/s:1120", "3"
"Sections|302", "Congressional Budget Act of 1974/s:302", "2"
"SEA|Jobs|Act", "SEA Jobs Act", "1"
"section|1617", "Social Security Act/s:1617", "3"
"section|2026", "Water Resources Development Act of 2013/s:2026", "1"
"section|5302", "Elementary and Secondary Education Act of 1965/s:5302", "7"
"section|179F", "Internal Revenue Code of 1986/s:179F", "4"
"section|1254", "Internal Revenue Code of 1986/s:1254", "1"
"Section|6511", "Internal Revenue Code of 1986/s:6511", "2"
"section|415C", "Higher Education Act of 1965/s:415C", "2"
"section|1041", "Internal Revenue Code of 1986/s:1041", "4"
"section|229A", "Public Health Service Act/s:229A", "2"
"section|1121", "Standard DATA Act of 2013/s:1121", "1"
"section|499D", "Higher Education Act of 1965/s:499D", "2"
"Section|6166", "Internal Revenue Code of 1986/s:6166", "2"
"section|1156", "Elementary and Secondary Education Act of 1965/s:1156", "2"
"section|3611", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:3611", "2"
"section|3400", "Public Health Service Act/s:3400", "2"
"subitem|(aa)", "Elementary and Secondary Education Act of 1965/s:8003/ss:b/p:2/sp:C/cl:ii/scl:I/i:aa", "1"
"section|399Z", "Public Health Service Act/s:399Z", "1"
"section|7115", "Elementary and Secondary Education Act of 1965/s:7115", "2"
"section|9813", "Internal Revenue Code of 1986/s:9813", "3"
"section|4155", "Elementary and Secondary Education Act of 1965/s:4155", "2"
"section|1566", "Pathways Out of Poverty Act of 2014/s:1566", "2"
"section|199D", "Workforce Investment Act of 1998/s:199D", "2"
"section|505D", "Federal Food, Drug, and Cosmetic Act/s:505D", "10"
"203(a)(2)(A)", "Immigration and Nationality Act/s:203/ss:a/p:2/sp:A", "1"
"section|5169", "Revised Statutes of the United States/s:5169", "1"
"section|1342", "Patient Protection and Affordable Care Act/s:1342", "2"
"section|140A", "Truth in Lending Act/s:140A", "5"
"section|305A", "Comprehensive Drug Abuse Prevention and Control Act of 1970/s:305A", "1"
"section|1391", "Internal Revenue Code of 1986/s:1391", "1"
"Section|4114", "Elementary and Secondary Education Act of 1965/s:4114", "1"
"sections|351", "Public Health Service Act/s:351", "1"
"PROSTATE|Act", "PROSTATE Act", "1"
"section|3021", "Omnibus Crime Control and Safe Streets Act of 1968/s:3021", "3"
"section|317V", "Public Health Service Act/s:317V", "1"
"Section|7873", "Internal Revenue Code of 1986/s:7873", "2"
"section|4331", "Global Partnerships Act of 2013/s:4331", "2"
"Section|1916", "Social Security Act/s:1916", "1"
"sections|680", "Community Services Block Grant Act/s:680", "1"
"section|1915", "Social Security Act/s:1915", "2"
"sections|264", "Protecting American Taxpayers and Homeowners Act of 2013/s:264", "1"
"Section|1302", "Elementary and Secondary Education Act of 1965/s:1302", "1"
"section|7107", "Global Partnerships Act of 2013/s:7107", "1"
"sections|861", "Internal Revenue Code of 1986/s:861", "12"
"section|2602", "Energy Policy Act of 1992/s:2602", "1"
"Section|7231", "Internal Revenue Code of 1986/s:7231", "2"
"section|129H", "Truth in Lending Act/s:129H", "3"
"section|1543", "Pathways Out of Poverty Act of 2014/s:1543", "2"
"section|5315", "Federal Advisory Committee Act/s:5315", "1"
"sections|(3)", "Department of Education Organization Act/s:203/ss:b/p:3", "1"
"section|2521", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2521", "3"
"section|6204", "Global Partnerships Act of 2013/s:6204", "1"
"section|226A", "Social Security Act/s:226A", "6"
"section|1243", "Food Security Act of 1985/s:1243", "8"
"section|9512", "Internal Revenue Code of 1986/s:9512", "4"
"section|506A", "Federal Food, Drug, and Cosmetic Act/s:506A", "1"
"section|1904", "Social Security Act/s:1904", "1"
"section|5896", "Internal Revenue Code of 1986/s:5896", "6"
"sections|25E", "Internal Revenue Code of 1986/s:25E", "1"
"section|1834", "Social Security Act/s:1834", "3"
"section|1825", "Elementary and Secondary Education Act of 1965/s:1825", "1"
"section|3702", "Crime Control Act of 1990/s:3702", "3"
"section|340I", "Public Health Service Act/s:340I", "3"
"section|1159", "Elementary and Secondary Education Act of 1965/s:1159", "1"
"section|6621", "Internal Revenue Code of 1986/s:6621", "9"
"section|4(1)", "Stopping Illegal Obamacare Subsidies Act/s:4/p:1", "1"
"Section|179B", "Internal Revenue Code of 1986/s:179B", "4"
"section|3608", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:3608", "3"
"Section|7523", "Internal Revenue Code of 1986/s:7523", "2"
"201(b)(1)(F)", "Immigration and Nationality Act/s:201/ss:b/p:1/sp:F", "1"
"section|1116", "Elementary and Secondary Education Act of 1965/s:1116", "38"
"section|7213", "Internal Revenue Code of 1986/s:7213", "3"
"section|1418", "National Agricultural Research, Extension, and Teaching Policy Act of 1977/s:1418", "1"
"Sections|520", "Department of Homeland Security Appropriations Act, 2008/s:520", "3"
"sections|219", "Department of Education Organization Act/s:219", "1"
"section|1882", "Social Security Act/s:1882", "2"
"Section|1425", "Elementary and Secondary Education Act of 1965/s:1425", "2"
"section|199B", "Workforce Investment Act of 1998/s:199B", "3"
"Section|6429", "Internal Revenue Code of 1986/s:6429", "1"
"214(f)(3)(B)", "Coral Reef Conservation Act of 2000/s:214/ss:f/p:3/sp:B", "4"
"section|9010", "Patient Protection and Affordable Care Act/s:9010", "1"
"501(a)(4)(E)", "National and Community Service Act of 1990/s:501/ss:a/p:4/sp:E", "1"
"section|4375", "Global Partnerships Act of 2013/s:4375", "1"
"section|4044", "Employee Retirement Income Security Act of 1974/s:4044", "1"
"section|5206", "Elementary and Secondary Education Act of 1965/s:5206", "1"
"section|4102", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:4102", "2"
"sections|272", "Agriculture Reform, Food, and Jobs Act of 2013/s:272", "1"
"Section|6234", "Elementary and Secondary Education Act of 1965/s:6234", "1"
"section|460B", "Higher Education Act of 1965/s:460B", "6"
"section|110A", "Rehabilitation Act of 1973/s:110A", "4"
"section|2(g)", "Lacey Act Amendments of 1981/s:2/ss:g", "2"
"section|1657", "Reclamation Wastewater and Groundwater Study and Facilities Act/s:1657", "1"
"sections|233", "Protecting American Taxpayers and Homeowners Act of 2013/s:233", "1"
"Section|6864", "Internal Revenue Code of 1986/s:6864", "2"
"section|9007", "Internal Revenue Code of 1986/s:9007", "1"
"section|3204", "Elementary and Secondary Education Act of 1965/s:3204", "3"
"section|514B", "Public Health Service Act/s:514B", "1"
"Section|6413", "Internal Revenue Code of 1986/s:6413", "2"
"section|4475", "Internal Revenue Code of 1986/s:4475", "14"
"section|9801", "Internal Revenue Code of 1986/s:9801", "3"
"section|8(t)", "United States Housing Act of 1937/s:8/ss:t", "2"
"section|5902", "Internal Revenue Code of 1986/s:5902", "1"
"Sections|301", "Congressional Budget Act of 1974/s:301", "2"
"Section|7477", "Internal Revenue Code of 1986/s:7477", "1"
"Section|1034", "National Oceanic and Atmospheric Administration Commissioned Officer Corps Act of 2002/s:1034", "1"
"section|9905", "Internal Revenue Code of 1986/s:9905", "1"
"section|5003", "American Energy Renaissance Act of 2014/s:5003", "2"
"sections|381", "Older Americans Act of 1965/s:381", "1"
"Section|5210", "Elementary and Secondary Education Act of 1965/s:5210", "5"
"section|317H", "Public Health Service Act/s:317H", "2"
"section|6019", "Internal Revenue Code of 1986/s:6019", "4"
"section|4305", "American Renaissance in Manufacturing Act/s:4305", "3"
"section|4009", "Elementary and Secondary Education Act of 1965/s:4009", "1"
"section|3442", "Health Equity and Accountability Act of 2014/s:3442", "1"
"section|3417", "Public Health Service Act/s:3417", "1"
"section|2403", "Border Security, Economic Opportunity, and Immigration Modernization Act/s:2403", "2"
"(f),|and|(g)", "Toxic Substances Control Act/s:4/ss:a,b,c,d", "1"
"section|386A", "Runaway and Homeless Youth Act/s:386A", "1"
"section|3(u)", "Food and Nutrition Act of 2008/s:3/ss:u", "3"
"section|3016", "Public Health Service Act/s:3016", "1"
"section|4162", "Internal Revenue Code of 1986/s:4162", "10"
"section|263A", "Internal Revenue Code of 1986/s:263A", "8"
"Sections|416", "Homeland Security Act of 2002/s:416", "2"
"section|4020", "Federal Agriculture Reform and Risk Management Act of 2013/s:4020", "1"
"subchapter|A", "Internal Revenue Code of 1986/ch:36/sch:A", "1"
